Code,Name,Name_Chinese,Address,Postcode,City,State,District_Education_Office,Established,X,Y
YCC3103,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG HUA,诗巫敦化华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1922,111.831283,2.309067
YCC3104,SEKOLAH JENIS KEBANGSAAN (CINA) GUONG ANN,诗巫光安华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1905,111.8376027,2.320908012
YCC3105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,诗巫中华华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1916,111.8268,2.289733333
YCC3106,SEKOLAH JENIS KEBANGSAAN (CINA) DUNG SANG,诗巫东山华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1929,111.8518667,2.306616667
YCC3107,SEKOLAH JENIS KEBANGSAAN (CINA) THAI KWANG,诗巫大群华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1933,111.8485167,2.241583333
YCC3108,SEKOLAH JENIS KEBANGSAAN (CINA) UK DAIK,诗巫育德华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1926,111.8357816,2.28741035
YCC3109,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HIN,诗巫中兴华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1919,111.84305,2.332383333
YCC3110,SEKOLAH JENIS KEBANGSAAN (CINA) EK THEI,诗巫益智华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1920,111.8440833,2.280333333
YCC3111,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SING,诗巫中心华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1956,111.8435333,2.285
YCC3112,SEKOLAH JENIS KEBANGSAAN (CINA) KIEW NANG,诗巫侨南华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,18/2/1938,111.8641636,2.2536598
YCC3113,SEKOLAH JENIS KEBANGSAAN (CINA) THIAN HUA,诗巫天化华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1999,111.9752211,2.245338254
YCC3201,SEKOLAH JENIS KEBANGSAAN (CINA) THIAN CHIN,诗巫天真华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,13/4/1955,111.891981,2.306232
YCC3203,SEKOLAH JENIS KEBANGSAAN (CINA) YONG CHENG,诗巫养正华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1967,111.7569036,2.171848297
YCC3205,SEKOLAH JENIS KEBANGSAAN (CINA) DO NANG,诗巫道南华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1920,111.806708,2.27666
YCC3206,SEKOLAH JENIS KEBANGSAAN (CINA) GUONG MING,诗巫光民华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,20/10/1932,111.80873,2.32392
YCC3208,SEKOLAH JENIS KEBANGSAAN (CINA) KENG NANG,诗巫竞南华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/2/1914,111.7588654,2.2537348
YCC3209,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG UNG,诗巫崇文华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1939,111.9189514,2.19365926
YCC3210,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG KIEW,诗巫同侨华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,12/4/1946,111.9944896,2.147078903
YCC3211,SEKOLAH JENIS KEBANGSAAN (CINA) NANG KIANG,诗巫南江华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1923,111.830271,2.240923
YCC3212,SEKOLAH JENIS KEBANGSAAN (CINA) HANG KWONG,诗巫汉光华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1926,111.8890503,2.208984467
YCC3213,SEKOLAH JENIS KEBANGSAAN (CINA) YONG SHING,诗巫养成华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1921,111.9591747,2.157629718
YCC3215,SEKOLAH JENIS KEBANGSAAN (CINA) SU LAI,诗巫士来华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/3/1924,111.84745,2.319933333
YCC3217,SEKOLAH JENIS KEBANGSAAN (CINA) TING SING,诗巫鼎新华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1933,111.7968415,2.322407086
YCC3219,SEKOLAH JENIS KEBANGSAAN (CINA) SUNG SANG,诗巫嵩山华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1933,111.88356,2.245373431
YCC3220,SEKOLAH JENIS KEBANGSAAN (CINA) NANG SANG,诗巫南山华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1939,111.8652778,2.3325
YCC3221,SEKOLAH JENIS KEBANGSAAN (CINA) SAM LAM,诗巫三南华小,SUNGAI NAMAN,96000,SIBU,SARAWAK,PPD SIBU,20/6/1924,111.94618,2.16889
YCC3222,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG HUA,诗巫光华华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1916,111.79901,2.248337
YCC3223,SEKOLAH JENIS KEBANGSAAN (CINA) ING GUONG,诗巫荣光华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1932,111.7981474,2.291529341
YCC3225,SEKOLAH JENIS KEBANGSAAN (CINA) SING MING,诗巫新民华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1920,111.826673,2.263846815
YCC3226,SEKOLAH JENIS KEBANGSAAN (CINA) UNG NANG,诗巫榕南华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1912,111.7363889,2.2794444
YCC3228,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG KOK,诗巫光国华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1927,111.912588,2.21424571
YCC3230,SEKOLAH JENIS KEBANGSAAN (CINA) CHAO SU,诗巫超俗华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,12/1/1924,111.7294387,2.27416739
YCC3231,SEKOLAH JENIS KEBANGSAAN (CINA) BOI ING,诗巫培英华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1925,111.7067045,2.292497737
YCC3232,SEKOLAH JENIS KEBANGSAAN (CINA) TAI TUNG 2,诗巫大同华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1961,111.7562141,2.275296994
YCC3233,SEKOLAH JENIS KEBANGSAAN (CINA) HING UNG,诗巫兴文华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1959,111.9672918,2.140569851
YCC3234,SEKOLAH JENIS KEBANGSAAN (CINA) KIANG HIN,诗巫建兴华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/12/1928,111.8725167,2.354583333
YCC3235,SEKOLAH JENIS KEBANGSAAN (CINA) NENG SHING,诗巫宁兴华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1936,111.9987858,2.15649812
YCC3236,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG CHENG,诗巫中正华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1917,111.776338,2.2427274
YCC3237,SEKOLAH JENIS KEBANGSAAN (CINA) KAI DEE,诗巫开智华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1924,111.69439,2.29839
YCC3238,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHAI,诗巫育才华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1915,112.0407551,2.147957111
YCC3301,SEKOLAH JENIS KEBANGSAAN (CINA) CHIH MONG,加拿逸启蒙华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1950,112.07935,2.134916667
YCC3302,SEKOLAH JENIS KEBANGSAAN (CINA) SING SHING,加拿逸新兴华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1952,112.0777333,2.141766667
YCC3303,SEKOLAH JENIS KEBANGSAAN (CINA) YEE TING,加拿逸沂亭华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1914,112.1566466,2.102081692
YCC3304,SEKOLAH JENIS KEBANGSAAN (CINA) MING WOK,加拿逸闽粤华小,PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1953,112.3998938,2.023218261
YCC3305,SEKOLAH JENIS KEBANGSAAN (CINA) LIANG HUA,加拿逸联华华小,"LIAN HUP ESTATE, SUNGAI DAJI",96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1947,112.1959413,2.078769866
YCC3306,SEKOLAH JENIS KEBANGSAAN (CINA) SHING KOK,加拿逸兴国华小,"SG. PEDAI, JALAN NIBONG TADA",96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1928,112.1299,2.133083333
YCC3307,SEKOLAH JENIS KEBANGSAAN (CINA) NAM HUA,加拿逸南华华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1953,112.3244272,2.054871272
YCC3308,SEKOLAH JENIS KEBANGSAAN (CINA) YOK MING,加拿逸育民华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1953,112.1549,2.132733333
YCC3309,SEKOLAH JENIS KEBANGSAAN (CINA) SHING HUA,加拿逸兴华华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1938,112.120317,2.120821
YCC3311,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG HUA,加拿逸正华华小,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT,96700,KANOWIT,SARAWAK,PPD KANOWIT,1/1/1954,112.0205667,2.019483333
YCC3402,SEKOLAH JENIS KEBANGSAAN (CINA) EK HUA,沐胶益华华小,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,SARAWAK,PPD MUKAH,1/1/1930,112.14565,2.879728
YCC3403,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG BOON,沐胶崇文华小,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,SARAWAK,PPD MUKAH,1/3/1928,112.094714,2.898242
YCC3404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BALINGIAN,沐胶万年烟中华华小,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,SARAWAK,PPD MUKAH,1/1/1932,112.541353,2.932765
YCC3405,SEKOLAH JENIS KEBANGSAAN (CINA) TONG AH,诗巫实兰高镇东亚华小,"KM 83, JALAN SIBU-BINTULU, SELANGAU",96000,SIBU,SARAWAK,PPD SELANGAU,1/5/1998,112.3255833,2.528916667
YCC3501,SEKOLAH JENIS KEBANGSAAN (CINA) YAK TEE,达叻乌也益智华小,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,PPD DALAT,1/1/1938,111.8741488,2.856157948
YCC3502,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUA,达叻振华华小,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,PPD DALAT,1/1/1929,111.9390951,2.741422266
YCC3503,SEKOLAH JENIS KEBANGSAAN (CINA) SAN SAN,达叻三山华小,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,PPD DALAT,28/10/1949,112.0447401,2.651175884
YCC3504,SEKOLAH JENIS KEBANGSAAN (CINA) POI YUK,达叻培育华小,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,PPD DALAT,1/1/1957,111.8387904,2.715813707
YCC4101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MIRI,美里中华公学,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1945,113.9897833,4.392766667
YCC4102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KROKOP,美里珠巴中华公学,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1946,113.99815,4.4222
YCC4103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA LUTONG,美里罗东中华公学,"JALAN SEKOLAH, LUTONG",98000,MIRI,SARAWAK,PPD MIRI,1/1/1947,114.0042538,4.467889035
YCC4104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PUJUT,美里埔奕中华公学,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1946,114.0140333,4.4384
YCC4105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BAKAM,美里峇甘中华公学,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,3/5/1954,113.9599833,4.239583333
YCC4106,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SAN MIRI,美里廉律中山华小,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,15/3/1940,114.0030167,4.342583333
YCC4107,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TUDAN,美里杜当中华华小,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/2006,114.0443328,4.484806235
YCC4108,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAW NAN,美里侨南华小,"LOT 7958, BLOK 5, LAMBIR LAND DISTRICT, TAMAN JELITA",98000,MIRI,SARAWAK,PPD MIRI,1/1/1946,113.9943606,4.295017267
YCC4302,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,马鲁帝中华华小,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, LOT 2241, JALAN MARUDI/ULU LENEI",98050,"MARUDI, BARAM",SARAWAK,PPD BARAM,11/4/1926,114.323827,4.179582
YCC4303,SEKOLAH JENIS KEBANGSAAN (CINA) KEE TEE,弄拉玛启智华小,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, LOT 2241, JALAN MARUDI/ULU LENEI",98050,MARUDI,SARAWAK,PPD BARAM,14/1/1947,114.4041455,3.762061431
YCC4305,SEKOLAH JENIS KEBANGSAAN (CINA) HUA NAM,峇南华南华小,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, LOT 2241, JALAN MARUDI/ULU LENEI",98050,"MARUDI, BARAM",SARAWAK,PPD BARAM,1/1/1935,114.348339,4.129354
YCC4401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIBUTI,实务的中华华小,D/A PEJABAT PENDIDIKAN DAERAH SUBIS,98150,BEKENU,SARAWAK,PPD SUBIS,1/1/1930,113.8446923,4.05890499
YCC4402,SEKOLAH JENIS KEBANGSAAN (CINA) CHEE MUNG,石山启蒙华小,D/A PEJABAT PENDIDIKAN DAERAH SUBIS,98150,BEKENU,SARAWAK,PPD SUBIS,1/1/1946,113.7573807,3.803925579
YCC4403,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN NAM,尼亚振南华小,D/A PEJABAT PENDIDIKAN DAERAH SUBIS,98150,BEKENU,SARAWAK,PPD SUBIS,1/1/1922,113.7189786,3.866329314
YCC4404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG LUMUT,弄勿中华公学,D/A PEJABAT PENDIDIKAN DAERAH SUBIS,98150,BEKENU,SARAWAK,PPD SUBIS,1/1/1955,113.812911,4.03903
YCC5101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA LIMBANG,林梦中华华小,"D/A PEJABAT PENDIDIKAN DAERAH LIMBANG, TINGKAT 1, WISMA PERSEKUTUAN, JALAN MUHIBBAH",98707,LIMBANG,SARAWAK,PPD LIMBANG,12/10/1917,115.0190295,4.755544256
YCC5102,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HIN,林梦育兴华小,"D/A PEJABAT PENDIDIKAN DAERAH LIMBANG, TINGKAT 1, WISMA PERSEKUTUAN, JALAN MUHIBBAH",98707,LIMBANG,SARAWAK,PPD LIMBANG,1/1/2008,115.0303451,4.760922912
YCC5201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TRUSAN,大老山中华华小,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,SARAWAK,PPD LAWAS,1/1/1948,115.2760667,4.78435
YCC5202,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA LAWAS,老越中华华小,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,SARAWAK,PPD LAWAS,1/1/1905,115.4051333,4.86155
YCC5203,SEKOLAH JENIS KEBANGSAAN (CINA) SOON HWA SUNDAR,顺叻顺华华小,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98800,LAWAS,SARAWAK,PPD LAWAS,1/1/1953,115.207647,4.887986
YCC6102,SEKOLAH JENIS KEBANGSAAN (CINA) BULAT,泗里街巫叻华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1952,111.536944,2.05032
YCC6103,SEKOLAH JENIS KEBANGSAAN (CINA) KWANG CHIEN,泗里街广建华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,15/1/1927,111.5232333,2.13065
YCC6104,SEKOLAH JENIS KEBANGSAAN (CINA) SU HING,泗里街泗兴华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,3/2/1939,111.506829,2.080288783
YCC6105,SEKOLAH JENIS KEBANGSAAN (CINA) SU KWONG,泗里街泗光华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1920,111.524832,2.086117994
YCC6106,SEKOLAH JENIS KEBANGSAAN (CINA) SU MING,泗里街泗民华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1939,111.5471209,2.133793005
YCC6107,SEKOLAH JENIS KEBANGSAAN (CINA) SU TAK,泗里街泗达华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/11/1932,111.5674187,2.145363124
YCC6108,SEKOLAH JENIS KEBANGSAAN (CINA) SIUNG HUA,泗里街松华华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1950,111.5377167,2.070566667
YCC6110,SEKOLAH JENIS KEBANGSAAN (CINA) WAH MAN,泗里街华民华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,13/3/1953,111.5302287,2.106421082
YCC6111,SEKOLAH JENIS KEBANGSAAN (CINA) SING MING,泗里街新民华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1946,111.5637052,2.008911503
YCC6112,SEKOLAH JENIS KEBANGSAAN (CINA) SU LEE,泗里街泗利华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1936,111.5062167,2.121283333
YCC6113,SEKOLAH JENIS KEBANGSAAN (CINA) SU DOK,泗里街泗铎华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1946,111.5751167,2.034016667
YCC6114,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MING,泗里街三民华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,10/1/1946,111.4187023,2.055720115
YCC6115,SEKOLAH JENIS KEBANGSAAN (CINA) MING TAK,泗里街民德华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1955,111.6055167,2.042583333
